FileName,SubjectID,Class,Task,Split
0_0802061004_h_00,80,Sober,address,train
2_0311032013_h_00,31,Intoxicated,address,train
0_0972082008_h_00,97,Sober,address,train
0_5864066024_h_00,586,Sober,address,train
2_5513052019_h_00,551,Intoxicated,address,train
0_0322030039_h_00,32,Sober,address,train
0_5094029028_h_00,509,Sober,address,train
0_0972082060_h_00,97,Sober,address,train
0_0922081004_h_00,92,Sober,address,train
1_0921093030_h_00,92,Intoxicated,address,train
0_0922081039_h_00,92,Sober,address,train
2_5833084013_h_00,583,Intoxicated,address,train
0_0652050033_h_00,65,Sober,address,train
2_5583059013_h_00,558,Intoxicated,address,train
0_0922081037_h_00,92,Sober,address,train
0_0352036024_h_00,35,Sober,address,train
0_5584035037_h_00,558,Sober,address,train
0_0832076008_h_00,83,Sober,address,train
0_5834068019_h_00,583,Sober,address,train
3_5863087004_h_00,586,Intoxicated,address,train
0_5514032008_h_00,551,Sober,address,train
0_5834068039_h_00,583,Sober,address,train
3_5293030013_h_00,529,Intoxicated,address,train
0_5544062033_h_00,554,Sober,address,train
0_5694055039_h_00,569,Sober,address,train
0_5694055004_h_00,569,Sober,address,train
0_5864066028_h_00,586,Sober,address,train
1_0351036017_h_00,35,Intoxicated,address,train
3_5293030004_h_00,529,Intoxicated,address,train
0_5094029037_h_00,509,Sober,address,train
0_5834068017_h_00,583,Sober,address,train
3_5863087030_h_00,586,Intoxicated,address,train
2_0321033030_h_00,32,Intoxicated,address,train
0_5544062037_h_00,554,Sober,address,train
2_5513052017_h_00,551,Intoxicated,address,train
0_5834068004_h_00,583,Sober,address,train
0_5864066019_h_00,586,Sober,address,train
0_0322030033_h_00,32,Sober,address,train
0_5694055037_h_00,569,Sober,address,train
0_0652050039_h_00,65,Sober,address,train
1_0921093008_h_00,92,Intoxicated,address,train
0_0312028033_h_00,31,Sober,address,train
3_5863087008_h_00,586,Intoxicated,address,train
0_0802061037_h_00,80,Sober,address,train
2_5833084008_h_00,583,Intoxicated,address,train
0_5693070008_h_00,569,Sober,address,train
0_0802061019_h_00,80,Sober,address,train
3_0831084008_h_00,83,Intoxicated,address,train
0_0922081019_h_00,92,Sober,address,train
0_0832076037_h_00,83,Sober,address,train
0_5584035028_h_00,558,Sober,address,train
0_0832076004_h_00,83,Sober,address,train
0_0652050037_h_00,65,Sober,address,train
3_0731074008_h_00,73,Intoxicated,address,train
3_5863087017_h_00,586,Intoxicated,address,train
0_5294020013_h_00,529,Sober,address,train
1_0351036008_h_00,35,Intoxicated,address,train
0_5514032024_h_00,551,Sober,address,train
0_0312028019_h_00,31,Sober,address,train
2_0321033008_h_00,32,Intoxicated,address,train
3_0831084017_h_00,83,Intoxicated,address,train
0_5584035008_h_00,558,Sober,address,train
0_5544062028_h_00,554,Sober,address,train
0_5094029008_h_00,509,Sober,address,train
3_0731074017_h_00,73,Intoxicated,address,train
1_0971098030_h_00,97,Intoxicated,address,train
0_0972082017_h_00,97,Sober,address,train
0_0832076028_h_00,83,Sober,address,train
1_5543055017_h_00,554,Intoxicated,address,train
0_5094029019_h_00,509,Sober,address,train
1_0651066008_h_00,65,Intoxicated,address,train
0_5693070013_h_00,569,Sober,address,train
0_5693070017_h_00,569,Sober,address,train
0_0832076019_h_00,83,Sober,address,train
0_0732069060_h_00,73,Sober,address,train
2_0311032004_h_00,31,Intoxicated,address,train
0_0922081013_h_00,92,Sober,address,train
3_0731074004_h_00,73,Intoxicated,address,train
0_5693070030_h_00,569,Sober,address,train
3_5093010013_h_00,509,Intoxicated,address,train
3_5863087013_h_00,586,Intoxicated,address,train
0_5834068013_h_00,583,Sober,address,train
0_5694055033_h_00,569,Sober,address,train
0_0352036004_h_00,35,Sober,address,train
0_0832076060_h_00,83,Sober,address,train
3_0731074030_h_00,73,Intoxicated,address,train
1_0351036030_h_00,35,Intoxicated,address,train
3_0831084004_h_00,83,Intoxicated,address,train
0_5294020019_h_00,529,Sober,address,train
3_5093010008_h_00,509,Intoxicated,address,train
3_0831084019_h_00,83,Intoxicated,address,train
0_0312028017_h_00,31,Sober,address,train
1_0651066013_h_00,65,Intoxicated,address,train
0_5584035004_h_00,558,Sober,address,train
2_0311032030_h_00,31,Intoxicated,address,train
1_5543055013_h_00,554,Intoxicated,address,train
0_5694055024_h_00,569,Sober,address,train
4_0801081017_h_01,80,Intoxicated,address,train
3_5293030019_h_00,529,Intoxicated,address,train
0_0832076039_h_00,83,Sober,address,train
0_5294020037_h_00,529,Sober,address,train
0_5294020004_h_00,529,Sober,address,train
0_5694055019_h_00,569,Sober,address,train
0_0312028037_h_00,31,Sober,address,train
3_5093010019_h_00,509,Intoxicated,address,train
0_5694055017_h_00,569,Sober,address,train
0_0832076017_h_00,83,Sober,address,train
1_5543055008_h_00,554,Intoxicated,address,train
2_5833084004_h_00,583,Intoxicated,address,train
0_0802061028_h_00,80,Sober,address,train
0_5544062019_h_00,554,Sober,address,train
0_5584035060_h_00,558,Sober,address,train
1_0351036019_h_00,35,Intoxicated,address,train
0_0652050017_h_00,65,Sober,address,train
0_5834068033_h_00,583,Sober,address,train
0_0922081033_h_00,92,Sober,address,train
0_5094029013_h_00,509,Sober,address,train
0_0652050008_h_00,65,Sober,address,train
0_0652050024_h_00,65,Sober,address,train
0_0732069028_h_00,73,Sober,address,train
0_5864066008_h_00,586,Sober,address,train
4_5023003030_h_00,502,Intoxicated,address,train
4_0611062017_h_00,61,Intoxicated,address,train
0_5244008033_h_00,524,Sober,address,train
0_0752068037_h_00,75,Sober,address,train
0_0612052039_h_00,61,Sober,address,train
0_5024003008_h_00,502,Sober,address,train
0_1012086017_h_00,101,Sober,address,train
0_0882073008_h_00,88,Sober,address,train
0_0642071039_h_00,64,Sober,address,train
1_5083009019_h_00,508,Intoxicated,address,train
2_0091009013_h_00,9,Intoxicated,address,train
0_0092003033_h_00,9,Sober,address,train
0_0072009017_h_00,7,Sober,address,train
0_0612052037_h_00,61,Sober,address,train
2_0091009019_h_00,9,Intoxicated,address,train
0_0612052004_h_00,61,Sober,address,train
3_5243025008_h_00,524,Intoxicated,address,train
0_0231024030_h_01,23,Sober,address,train
0_0232017028_h_00,23,Sober,address,train
1_0071007004_h_00,7,Intoxicated,address,train
1_5133014017_h_00,513,Intoxicated,address,train
1_1011102019_h_00,101,Intoxicated,address,train
0_0232017037_h_00,23,Sober,address,train
2_0751076019_h_00,75,Intoxicated,address,train
2_5203021013_h_00,520,Intoxicated,address,train
3_0881089030_h_01,88,Intoxicated,address,train
2_0641065004_h_00,64,Intoxicated,address,train
4_0171017008_h_00,17,Intoxicated,address,train
0_0752068039_h_00,75,Sober,address,train
0_5244008017_h_00,524,Sober,address,train
1_0061006017_h_00,6,Intoxicated,address,train
1_5083009030_h_00,508,Intoxicated,address,train
0_0072009037_h_00,7,Sober,address,train
0_0612052028_h_00,61,Sober,address,train
0_0642071033_h_00,64,Sober,address,train
0_0092003039_h_00,9,Sober,address,train
0_5204018017_h_00,520,Sober,address,train
1_0061006019_h_00,6,Intoxicated,address,train
0_5204018033_h_00,520,Sober,address,train
0_0642071013_h_00,64,Sober,address,train
4_0611062019_h_01,61,Intoxicated,address,train
2_0091009004_h_00,9,Intoxicated,address,train
3_0881089017_h_00,88,Intoxicated,address,train
0_0072009004_h_00,7,Sober,address,train
0_0172032024_h_00,17,Sober,address,train
0_5084004024_h_01,508,Sober,address,train
0_0062014019_h_00,6,Sober,address,train
1_0061006004_h_00,6,Intoxicated,address,train
4_0171017013_h_00,17,Intoxicated,address,train
0_5204018024_h_00,520,Sober,address,train
0_5134025033_h_00,513,Sober,address,train
0_0232017013_h_00,23,Sober,address,train
0_0612052060_h_00,61,Sober,address,train
1_5133014004_h_00,513,Intoxicated,address,train
2_0751076013_h_00,75,Intoxicated,address,train
3_0881089004_h_00,88,Intoxicated,address,train
2_0641065030_h_00,64,Intoxicated,address,train
2_0751076030_h_01,75,Intoxicated,address,train
0_0642071037_h_00,64,Sober,address,train
0_0072009008_h_00,7,Sober,address,train
0_0642071008_h_00,64,Sober,address,train
0_5244008024_h_00,524,Sober,address,train
3_0881089008_h_00,88,Intoxicated,address,train
0_0072009033_h_00,7,Sober,address,train
0_0882073024_h_00,88,Sober,address,train
0_0232017024_h_00,23,Sober,address,train
0_0232017039_h_00,23,Sober,address,train
0_0612052017_h_00,61,Sober,address,train
4_5023003004_h_00,502,Intoxicated,address,train
0_0092003037_h_00,9,Sober,address,train
0_0752068060_h_00,75,Sober,address,train
0_0172032037_h_00,17,Sober,address,train
0_1012086033_h_00,101,Sober,address,train
4_5023003013_h_00,502,Intoxicated,address,train
0_0062014028_h_00,6,Sober,address,train
0_0062014017_h_00,6,Sober,address,train
0_5244008019_h_00,524,Sober,address,train
0_5024003028_h_00,502,Sober,address,train
0_1012086039_h_00,101,Sober,address,train
0_5024003060_h_00,502,Sober,address,train
0_5084004017_h_00,508,Sober,address,train
0_0072009028_h_00,7,Sober,address,train
0_1012086004_h_00,101,Sober,address,train
4_5023003008_h_00,502,Intoxicated,address,train
0_0642071004_h_00,64,Sober,address,train
3_5243025019_h_00,524,Intoxicated,address,train
2_0091009030_h_00,9,Intoxicated,address,train
0_5084004008_h_00,508,Sober,address,train
0_0072009039_h_00,7,Sober,address,train
1_0061006013_h_00,6,Intoxicated,address,train
0_0231024008_h_00,23,Sober,address,train
0_5134025060_h_00,513,Sober,address,train
1_0071007017_h_00,7,Intoxicated,address,train
0_0092003024_h_00,9,Sober,address,train
4_0171017017_h_00,17,Intoxicated,address,train
0_0092003004_h_00,9,Sober,address,train
1_1011102004_h_00,101,Intoxicated,address,train
4_0171017004_h_01,17,Intoxicated,address,train
0_0612052033_h_00,61,Sober,address,train
0_5134025013_h_00,513,Sober,address,train
0_5024003004_h_00,502,Sober,address,train
0_0612052013_h_00,61,Sober,address,train
0_1012086060_h_00,101,Sober,address,train
1_1011102017_h_00,101,Intoxicated,address,train
4_0171017030_h_00,17,Intoxicated,address,train
0_0062014039_h_00,6,Sober,address,train
2_5203021017_h_00,520,Intoxicated,address,train
0_0752068028_h_00,75,Sober,address,train
0_1012086019_h_00,101,Sober,address,train
0_5024003039_h_00,502,Sober,address,train
0_5134025008_h_00,513,Sober,address,train
0_0882073017_h_00,88,Sober,address,train
0_5024003017_h_00,502,Sober,address,train
0_5244008013_h_00,524,Sober,address,train
0_5204018008_h_00,520,Sober,address,train
2_0641065013_h_00,64,Intoxicated,address,train
0_5024003013_h_00,502,Sober,address,train
2_0751076004_h_00,75,Intoxicated,address,train
4_0171017019_h_00,17,Intoxicated,address,train
0_5134025017_h_00,513,Sober,address,train
0_0612052024_h_00,61,Sober,address,train
0_0231024004_h_00,23,Sober,address,train
0_5204018028_h_00,520,Sober,address,train
0_5084004013_h_00,508,Sober,address,train
4_0611062013_h_00,61,Intoxicated,address,train
3_5243025004_h_00,524,Intoxicated,address,train
0_5084004039_h_01,508,Sober,address,train
0_0072009013_h_00,7,Sober,address,train
0_0642071017_h_00,64,Sober,address,train
4_5023003017_h_00,502,Intoxicated,address,train
0_0882073004_h_00,88,Sober,address,train
0_0092003019_h_00,9,Sober,address,train
0_0642071024_h_00,64,Sober,address,train
1_5083009017_h_01,508,Intoxicated,address,train
1_1011102013_h_00,101,Intoxicated,address,train
0_0172032008_h_00,17,Sober,address,train
0_5134025028_h_00,513,Sober,address,train
0_5244008039_h_00,524,Sober,address,train
4_0611062004_h_00,61,Intoxicated,address,train
0_0172032013_h_01,17,Sober,address,train
0_0882073019_h_00,88,Sober,address,train
0_5244008008_h_00,524,Sober,address,train
0_0172032004_h_00,17,Sober,address,train
0_0172032039_h_00,17,Sober,address,train
1_0061006030_h_00,6,Intoxicated,address,train
0_0882073060_h_00,88,Sober,address,train
0_0172032033_h_00,17,Sober,address,train
0_5084004037_h_00,508,Sober,address,train
0_0752068004_h_00,75,Sober,address,train
1_0071007030_h_00,7,Intoxicated,address,train
0_0062014033_h_00,6,Sober,address,train
0_0882073013_h_00,88,Sober,address,train
0_0092003008_h_00,9,Sober,address,train
0_0072009024_h_00,7,Sober,address,train
0_5134025024_h_00,513,Sober,address,train
2_0641065019_h_00,64,Intoxicated,address,train
0_0882073033_h_00,88,Sober,address,train
0_0232017017_h_00,23,Sober,address,train
0_5204018037_h_00,520,Sober,address,train
1_1011102030_h_00,101,Intoxicated,address,train
0_1012086013_h_00,101,Sober,address,train
0_0172032028_h_00,17,Sober,address,train
0_0642071060_h_00,64,Sober,address,train
2_0091009008_h_00,9,Intoxicated,address,train
3_5243025030_h_00,524,Intoxicated,address,train
0_5244008028_h_00,524,Sober,address,train
3_0881089013_h_00,88,Intoxicated,address,train
0_1012086037_h_00,101,Sober,address,train
2_0751076008_h_00,75,Intoxicated,address,train
0_0062014004_h_00,6,Sober,address,train
3_5243025013_h_00,524,Intoxicated,address,train
3_5243025017_h_00,524,Intoxicated,address,train
4_0611062030_h_00,61,Intoxicated,address,train
0_0232017004_h_00,23,Sober,address,train
0_1012086028_h_01,101,Sober,address,train
0_0092003060_h_00,9,Sober,address,train
1_5133014013_h_00,513,Intoxicated,address,train
2_0641065017_h_00,64,Intoxicated,address,train
0_5134025039_h_00,513,Sober,address,train
1_5083009004_h_00,508,Intoxicated,address,train
0_5084004033_h_00,508,Sober,address,train
0_0231024019_h_00,23,Sober,address,train
0_5024003024_h_00,502,Sober,address,train
0_5084004028_h_00,508,Sober,address,train
1_0071007013_h_00,7,Intoxicated,address,train
0_0232017033_h_00,23,Sober,address,train
1_1011102008_h_00,101,Intoxicated,address,train
0_5134025004_h_00,513,Sober,address,train
0_0172032019_h_00,17,Sober,address,train
1_5083009013_h_00,508,Intoxicated,address,train
2_0091009017_h_00,9,Intoxicated,address,train
0_0232017019_h_00,23,Sober,address,train
0_0231024013_h_00,23,Sober,address,train
0_0062014013_h_00,6,Sober,address,train
0_0062014008_h_00,6,Sober,address,train
0_0882073037_h_00,88,Sober,address,train
0_0642071019_h_00,64,Sober,address,train
1_5133014030_h_00,513,Intoxicated,address,train
0_0612052008_h_00,61,Sober,address,train
0_5134025037_h_00,513,Sober,address,train
4_5023003019_h_00,502,Intoxicated,address,train
2_0751076017_h_00,75,Intoxicated,address,train
1_5133014019_h_00,513,Intoxicated,address,train
1_5133014008_h_00,513,Intoxicated,address,train
0_0232017060_h_00,23,Sober,address,train
0_0092003028_h_00,9,Sober,address,train
0_0072009019_h_00,7,Sober,address,train
2_5203021019_h_00,520,Intoxicated,address,train
0_5204018004_h_00,520,Sober,address,train
0_0752068008_h_00,75,Sober,address,train
0_0062014024_h_00,6,Sober,address,train
2_5203021004_h_00,520,Intoxicated,address,train
0_0062014037_h_00,6,Sober,address,train
0_5204018013_h_00,520,Sober,address,train
0_0231024017_h_00,23,Sober,address,train
0_0752068019_h_04,75,Sober,address,train
0_0232017008_h_00,23,Sober,address,train
0_1012086008_h_00,101,Sober,address,train
0_5084004004_h_00,508,Sober,address,train
0_0172032060_h_00,17,Sober,address,train
0_5204018019_h_00,520,Sober,address,train
0_5244008060_h_00,524,Sober,address,train
1_5083009008_h_00,508,Intoxicated,address,train
0_0612052019_h_00,61,Sober,address,train
0_0642071028_h_00,64,Sober,address,train
2_5203021030_h_00,520,Intoxicated,address,train
0_0092003017_h_00,9,Sober,address,train
1_0061006008_h_00,6,Intoxicated,address,train
0_5204018039_h_00,520,Sober,address,train
0_5024003033_h_00,502,Sober,address,train
0_5244008004_h_00,524,Sober,address,train
0_0072009060_h_00,7,Sober,address,train
0_0752068013_h_00,75,Sober,address,train
0_5084004019_h_02,508,Sober,address,train
1_0071007019_h_00,7,Intoxicated,address,train
0_0752068024_h_01,75,Sober,address,train
0_0752068017_h_00,75,Sober,address,train
0_5024003019_h_00,502,Sober,address,train
0_5084004060_h_00,508,Sober,address,train
1_0071007008_h_00,7,Intoxicated,address,train
0_5134025019_h_00,513,Sober,address,train
0_0062014060_h_01,6,Sober,address,train
0_0752068033_h_00,75,Sober,address,train
0_5244008037_h_00,524,Sober,address,train
0_5024003037_h_00,502,Sober,address,train
4_0611062008_h_00,61,Intoxicated,address,train
0_0882073028_h_00,88,Sober,address,train
0_0092003013_h_00,9,Sober,address,train
2_5203021008_h_00,520,Intoxicated,address,train
0_5204018060_h_00,520,Sober,address,train
2_0641065008_h_00,64,Intoxicated,address,train
0_0882073039_h_00,88,Sober,address,train
0_1012086024_h_00,101,Sober,address,train
0_0172032017_h_00,17,Sober,address,train
3_0881089019_h_00,88,Intoxicated,address,train
0_5414047008_h_00,541,Sober,address,val
0_0192016060_h_00,19,Sober,address,val
0_0872077024_h_00,87,Sober,address,val
0_0552045017_h_00,55,Sober,address,val
1_5633064019_h_00,563,Intoxicated,address,val
4_0261027013_h_00,26,Intoxicated,address,val
0_0872077060_h_00,87,Sober,address,val
0_5754053033_h_00,575,Sober,address,val
2_0871088004_h_00,87,Intoxicated,address,val
1_0621063008_h_00,62,Intoxicated,address,val
0_0622041019_h_00,62,Sober,address,val
3_0811082004_h_00,81,Intoxicated,address,val
3_5273028008_h_00,527,Intoxicated,address,val
1_0571058030_h_01,57,Intoxicated,address,val
0_5634041060_h_00,563,Sober,address,val
0_0582051008_h_00,58,Sober,address,val
0_0722056017_h_00,72,Sober,address,val
0_0582051033_h_00,58,Sober,address,val
0_0272022028_h_00,27,Sober,address,val
0_0722056019_h_00,72,Sober,address,val
0_0582051060_h_01,58,Sober,address,val
0_0872077013_h_00,87,Sober,address,val
1_5633064013_h_00,563,Intoxicated,address,val
0_5444038033_h_00,544,Sober,address,val
3_5443046008_h_00,544,Intoxicated,address,val
0_5824078004_h_00,582,Sober,address,val
0_0712054037_h_00,71,Sober,address,val
2_0551056013_h_00,55,Intoxicated,address,val
0_0282029013_h_00,28,Sober,address,val
0_0812053060_h_00,81,Sober,address,val
0_0722056060_h_00,72,Sober,address,val
0_5044001017_h_00,504,Sober,address,val
0_5634041037_h_00,563,Sober,address,val
3_5273028017_h_00,527,Intoxicated,address,val
0_0712054004_h_00,71,Sober,address,val
0_5634041028_h_00,563,Sober,address,val
0_0262020024_h_00,26,Sober,address,val
0_0812053039_h_00,81,Sober,address,val
0_0372026024_h_00,37,Sober,address,val
3_5753076004_h_00,575,Intoxicated,address,val
3_5273028004_h_00,527,Intoxicated,address,val
3_0341035017_h_00,34,Intoxicated,address,val
0_5824078017_h_00,582,Sober,address,val
0_5444038019_h_00,544,Sober,address,val
0_5714057033_h_00,571,Sober,address,val
0_5754053028_h_00,575,Sober,address,val
0_5634041019_h_00,563,Sober,address,val
0_5444038039_h_00,544,Sober,address,val
0_0182023008_h_00,18,Sober,address,val
4_5413042017_h_00,541,Intoxicated,address,val
0_0182023033_h_00,18,Sober,address,val
3_0811082030_h_00,81,Intoxicated,address,val
0_0282029017_h_00,28,Sober,address,val
1_0621063017_h_00,62,Intoxicated,address,val
0_0082006024_h_00,8,Sober,address,val
0_0572067037_h_00,57,Sober,address,val
0_0592039019_h_00,59,Sober,address,val
1_0591060019_h_00,59,Intoxicated,address,val
4_0281029008_h_00,28,Intoxicated,address,val
0_5754053008_h_00,575,Sober,address,val
0_5564042013_h_00,556,Sober,address,val
0_5414047013_h_00,541,Sober,address,val
0_0572067033_h_00,57,Sober,address,val
2_0711072030_h_00,71,Intoxicated,address,val
1_0271028017_h_00,27,Intoxicated,address,val
0_0722056039_h_00,72,Sober,address,val
0_0622041039_h_00,62,Sober,address,val
0_0191019030_h_00,19,Sober,address,val
0_0272022024_h_00,27,Sober,address,val
0_1022085008_h_00,102,Sober,address,val
4_0261027030_h_00,26,Intoxicated,address,val
0_0282029019_h_00,28,Sober,address,val
0_0592039037_h_00,59,Sober,address,val
0_0572067008_h_00,57,Sober,address,val
0_0342019004_h_00,34,Sober,address,val
0_0342019028_h_00,34,Sober,address,val
2_0871088017_h_00,87,Intoxicated,address,val
4_5413042004_h_00,541,Intoxicated,address,val
0_5634041013_h_00,563,Sober,address,val
0_0192016013_h_00,19,Sober,address,val
0_0191019013_h_00,19,Sober,address,val
0_0191019017_h_00,19,Sober,address,val
2_0871088019_h_00,87,Intoxicated,address,val
4_0281029019_h_00,28,Intoxicated,address,val
0_0342019017_h_00,34,Sober,address,val
1_0181018004_h_00,18,Intoxicated,address,val
0_1022085017_h_00,102,Sober,address,val
1_0081008030_h_00,8,Intoxicated,address,val
0_5044001024_h_00,504,Sober,address,val
0_0622041008_h_00,62,Sober,address,val
0_1022085037_h_00,102,Sober,address,val
0_0182023004_h_00,18,Sober,address,val
1_5713072030_h_00,571,Intoxicated,address,val
0_0592039024_h_00,59,Sober,address,val
0_0132035024_h_00,13,Sober,address,val
1_0621063004_h_00,62,Intoxicated,address,val
0_0192016039_h_00,19,Sober,address,val
0_5754053060_h_00,575,Sober,address,val
3_5043005019_h_00,504,Intoxicated,address,val
1_5633064017_h_00,563,Intoxicated,address,val
1_0571058017_h_00,57,Intoxicated,address,val
0_0262020039_h_00,26,Sober,address,val
4_0281029013_h_00,28,Intoxicated,address,val
0_0372026060_h_00,37,Sober,address,val
0_0592039039_h_00,59,Sober,address,val
3_5443046017_h_00,544,Intoxicated,address,val
0_5044001004_h_00,504,Sober,address,val
4_5823083019_h_00,582,Intoxicated,address,val
0_0812053013_h_00,81,Sober,address,val
3_5043005013_h_00,504,Intoxicated,address,val
0_0552045033_h_00,55,Sober,address,val
0_5274017004_h_00,527,Sober,address,val
2_1021103004_h_00,102,Intoxicated,address,val
0_0272022008_h_00,27,Sober,address,val
3_5273028013_h_00,527,Intoxicated,address,val
0_0592039004_h_00,59,Sober,address,val
0_5044001028_h_00,504,Sober,address,val
1_0131013030_h_00,13,Intoxicated,address,val
0_0712054028_h_00,71,Sober,address,val
2_0551056019_h_00,55,Intoxicated,address,val
3_5443046030_h_00,544,Intoxicated,address,val
1_0181018019_h_00,18,Intoxicated,address,val
1_0131013008_h_00,13,Intoxicated,address,val
0_0812053017_h_00,81,Sober,address,val
4_5823083004_h_00,582,Intoxicated,address,val
0_0552045037_h_00,55,Sober,address,val
0_0712054017_h_00,71,Sober,address,val
0_1022085019_h_00,102,Sober,address,val
0_0182023037_h_00,18,Sober,address,val
1_0591060008_h_00,59,Intoxicated,address,val
3_5753076019_h_00,575,Intoxicated,address,val
0_0812053004_h_00,81,Sober,address,val
0_1022085033_h_00,102,Sober,address,val
0_5414047039_h_00,541,Sober,address,val
0_0552045028_h_00,55,Sober,address,val
3_0581059008_h_00,58,Intoxicated,address,val
3_0811082013_h_00,81,Intoxicated,address,val
0_5414047060_h_00,541,Sober,address,val
0_1022085013_h_00,102,Sober,address,val
1_0721073004_h_00,72,Intoxicated,address,val
3_0341035030_h_00,34,Intoxicated,address,val
0_0191019019_h_00,19,Sober,address,val
2_0871088030_h_00,87,Intoxicated,address,val
0_0132035013_h_00,13,Sober,address,val
0_0872077008_h_00,87,Sober,address,val
1_5633064004_h_00,563,Intoxicated,address,val
0_5414047019_h_00,541,Sober,address,val
0_0342019013_h_00,34,Sober,address,val
0_0262020019_h_00,26,Sober,address,val
3_0581059017_h_00,58,Intoxicated,address,val
0_0592039013_h_00,59,Sober,address,val
0_0872077017_h_00,87,Sober,address,val
0_5564042037_h_00,556,Sober,address,val
0_5274017037_h_00,527,Sober,address,val
1_0721073030_h_01,72,Intoxicated,address,val
2_1021103019_h_00,102,Intoxicated,address,val
2_0551056017_h_00,55,Intoxicated,address,val
0_0622041060_h_00,62,Sober,address,val
2_0871088013_h_00,87,Intoxicated,address,val
0_0572067004_h_00,57,Sober,address,val
3_5043005030_h_00,504,Intoxicated,address,val
0_5634041033_h_00,563,Sober,address,val
3_0341035013_h_00,34,Intoxicated,address,val
4_0261027004_h_00,26,Intoxicated,address,val
0_5824078019_h_00,582,Sober,address,val
0_0372026013_h_00,37,Sober,address,val
0_0262020037_h_00,26,Sober,address,val
3_5563057017_h_00,556,Intoxicated,address,val
0_0282029039_h_00,28,Sober,address,val
0_0132035017_h_00,13,Sober,address,val
0_5274017024_h_00,527,Sober,address,val
0_0592039028_h_00,59,Sober,address,val
0_5714057028_h_00,571,Sober,address,val
0_5714057024_h_00,571,Sober,address,val
4_5413042019_h_00,541,Intoxicated,address,val
0_0712054033_h_00,71,Sober,address,val
4_5823083030_h_00,582,Intoxicated,address,val
0_0572067024_h_00,57,Sober,address,val
0_0262020008_h_00,26,Sober,address,val
2_1021103013_h_00,102,Intoxicated,address,val
1_5713072008_h_00,571,Intoxicated,address,val
0_0722056024_h_00,72,Sober,address,val
0_0872077037_h_00,87,Sober,address,val
0_5714057060_h_00,571,Sober,address,val
0_0182023039_h_00,18,Sober,address,val
0_0872077033_h_00,87,Sober,address,val
1_0271028004_h_00,27,Intoxicated,address,val
0_5274017033_h_00,527,Sober,address,val
0_0262020028_h_00,26,Sober,address,val
0_0272022017_h_00,27,Sober,address,val
0_0342019019_h_00,34,Sober,address,val
0_5714057013_h_00,571,Sober,address,val
1_0621063013_h_00,62,Intoxicated,address,val
0_5044001033_h_00,504,Sober,address,val
2_0871088008_h_00,87,Intoxicated,address,val
0_0191019008_h_00,19,Sober,address,val
3_5273028019_h_00,527,Intoxicated,address,val
0_5824078060_h_00,582,Sober,address,val
0_0342019024_h_00,34,Sober,address,val
1_0721073013_h_00,72,Intoxicated,address,val
1_0571058013_h_00,57,Intoxicated,address,val
0_5564042028_h_00,556,Sober,address,val
0_5824078028_h_00,582,Sober,address,val
0_0722056008_h_00,72,Sober,address,val
0_0191019004_h_00,19,Sober,address,val
0_0622041033_h_00,62,Sober,address,val
1_0081008019_h_00,8,Intoxicated,address,val
0_0182023013_h_00,18,Sober,address,val
0_0182023017_h_00,18,Sober,address,val
0_5634041017_h_00,563,Sober,address,val
0_0622041017_h_00,62,Sober,address,val
0_5274017008_h_00,527,Sober,address,val
0_5754053024_h_00,575,Sober,address,val
0_0272022037_h_00,27,Sober,address,val
0_0082006019_h_00,8,Sober,address,val
1_5713072013_h_00,571,Intoxicated,address,val
0_0552045060_h_00,55,Sober,address,val
0_5044001019_h_00,504,Sober,address,val
0_0192016033_h_00,19,Sober,address,val
1_0181018030_h_00,18,Intoxicated,address,val
3_0341035008_h_00,34,Intoxicated,address,val
0_5044001060_h_00,504,Sober,address,val
1_0131013004_h_00,13,Intoxicated,address,val
0_0342019008_h_00,34,Sober,address,val
0_5444038028_h_00,544,Sober,address,val
0_5564042019_h_00,556,Sober,address,val
1_0371038017_h_00,37,Intoxicated,address,val
0_5444038008_h_00,544,Sober,address,val
0_0812053019_h_00,81,Sober,address,val
1_5633064008_h_00,563,Intoxicated,address,val
1_0271028013_h_00,27,Intoxicated,address,val
0_5714057017_h_00,571,Sober,address,val
1_0621063030_h_01,62,Intoxicated,address,val
3_0581059004_h_00,58,Intoxicated,address,val
0_5414047017_h_00,541,Sober,address,val
0_0132035008_h_00,13,Sober,address,val
0_0712054039_h_00,71,Sober,address,val
4_0261027008_h_00,26,Intoxicated,address,val
1_5713072017_h_00,571,Intoxicated,address,val
0_5414047004_h_00,541,Sober,address,val
2_0551056008_h_00,55,Intoxicated,address,val
2_0551056030_h_00,55,Intoxicated,address,val
1_0591060030_h_00,59,Intoxicated,address,val
0_0812053028_h_00,81,Sober,address,val
0_5714057037_h_00,571,Sober,address,val
1_0131013019_h_00,13,Intoxicated,address,val
3_0581059019_h_00,58,Intoxicated,address,val
0_0192016017_h_00,19,Sober,address,val
0_0712054024_h_00,71,Sober,address,val
0_1022085060_h_00,102,Sober,address,val
0_0552045013_h_00,55,Sober,address,val
0_0132035060_h_00,13,Sober,address,val
0_0582051004_h_00,58,Sober,address,val
2_0711072013_h_00,71,Intoxicated,address,val
3_5043005008_h_00,504,Intoxicated,address,val
0_5824078008_h_00,582,Sober,address,val
0_0082006017_h_00,8,Sober,address,val
0_5274017019_h_00,527,Sober,address,val
